recipe_id,name,description,cook_time_in_minutes,preparation_time_in_minutes,total_time_in_minutes,image_url,number_of_views
275,"Avocado Dip, Avocado Jain Dip","Classic avocado dip made with riped avacados. The avacados are mashed with a fork and then mixed with, tomatoes, green chillies and lemon juice. Can be served as a dip with corn chips.You can also try other Jain friendly dips like Cheesy Pepper Dip or Walnut Dip . ",0,10,10,"https://www.tarladalal.com/members/9306/big/big_avocado_dip,_avocado_jain_dip-13373.jpg?size=696X905",38485 times
276,Avocado Dressing,"A creamy dressing of avocado and curds spruced up with crunchy tidbits of chopped shallots, this is sure to turn any salad into a delectable treat! You can enjoy this dressing with any salad, especially those with lettuce and juicy garden-fresh veggies. Alternatively, you can even pour it over rice and relish an off-beat treat. Without any oil, this Avocado dressing is a very healthy alternative to fat-laden dressings. You can also try other avocado based delights like Avocado Dip and Avocado and Cream Cheese Sushi . ",0,10,10,https://www.tarladalal.com/members/9306/big/big_avocado_dressing-12779.jpg?size=696X905,1976 times
277,Avocado Grapefruit and Strawberry Salad,"Extraordinary and off-beat, this salad brings together a rare combination of fruits that you would never have thought of putting in the same bowl. The Avocado, Grapefruit and Strawberry Salad is a unique treat that has wonderfully good looks, an awesome aroma and mouth-watering flavour. Grapefruit gives you a tongue-tickling, fizzy taste that is so characteristic of it, while strawberry gives a pleasing colour and enchanting taste. Avocados, of course, give you a luscious texture while a honey-based dressing adds to the aesthetic taste of this salad. Serve it immediately after preparation before the fruits get watery. You can also try other exotic salads like the Strawberry Spinach Salad and the Grapefruit, Coconut and Peanut Salad . ",0,20,20,https://www.tarladalal.com/members/9306/big/big_avocado_grapefruit_and_strawberry_salad-12528.jpg?size=696X905,21691 times
278,Avocado Ice Cream,"Exotic but equally appealing, the Avocado Ice-Cream will steal your heart with its soft and creamy, mousse like texture. Made with condensed milk and fresh cream, this ice-cream does not require a long cooking time – it is more of a mix and set job. The condensed milk gives the Avocado Ice-Cream a very rich flavour, while the avocado and cream give it an awesome mouth-feel. You will be surprised to find a pinch of salt and a dash of lemon juice being added to this ice-cream, but they are essential to getting the right taste and texture, so forget them not!Like fruit based ice creams? Then here are some ice creams recipes to whip up with different fruity flavours - Banana Butterscotch Ice Cream , Custard Apple Ice Cream , Fresh Mango Ice Cream , Fresh Strawberry Ice Cream , Lychee Ice Cream , Lemon and Orange Ice Cream , Pineapple Ice- Cream and Strawberry Ice-cream . ",0,15,15,https://www.tarladalal.com/members/9306/big/big_avocado_ice-cream-12142.jpg?size=696X905,20457 times
279,Avocado Kale and Mango Pulp Smoothie,"This is a smoothie with a twist. Hardly does anybody think of including greens in a smoothie, let alone kale. We tried it and loved it, and we are sure you will enjoy it too. This unique Avocado, Kale and Mango Pulp Smoothie combines creamy avocadoes and peppy mangoes with nutritious kale. The drink leaves a mild after taste of kale, which you will like. You must just ensure that this smoothie is served immediately after preparation because it tends to blacken in colour after a while and also gets thicker. Try other nice smoothies like the Avocado Spinach Pear Smoothie and the Papaya, Green Apple and Orange Smoothie . ",0,10,10,https://www.tarladalal.com/members/9306/big/big_avocado_kale_and_mango_pulp_smoothie-12997.jpg?size=696X905,2334 times
280,Avocado Mash ( Baby and Toddler),"It is amazing how children develop a fondness for creamy things right from when they are weaned! But, wait – none of that artificial, sugary, creamy stuff! Just a little bit of mashed avocado, with its buttery, creamy taste will satisfy your little one in the more natural and tasty way. This easy-to-swallow Avocado Mash has a perfect texture for babies to eat in the beginning months of weaning, and also provides good fats that help in the baby’s brain development. What is more, although this looks creamy, it is actually easy to digest as it has enough fibre, all of which makes it a super food for your little one.",0,5,5,https://www.tarladalal.com/members/9306/big/big_avocado_mash_(_baby_and_toddler)-10633.jpg?size=696X905,15178 times
281,Avocado Salad,"These days avocadoes are available in most supermarkets and fruit stalls, almost all round the year. While some people buy it frequently for its health benefits, others stay away as they are unsure of how to include it in their diet.  Puddings and milkshakes are perhaps the most popular preparations of avocado, but you will soon tire of it, if you keep repeating the same recipes. So, here, we present a tasteful Avocado Salad in which the smooth texture of the fruit is smartly complemented by crunchy, juicy and tangy veggies, and a minty honey dressing.",0,10,10,https://www.tarladalal.com/members/9306/big/big_avocado_salad-8855.jpg?size=696X905,53117 times
282,Avocado Salad ( Recipe For Shiny Hair),"Avocado is a treasure trove of nutrients, yet many people are unsure of how to incorporate it in their diet. Most often, we find people making milkshakes and puddings over and over again – because of the unusual texture of avocadoes – till the family gets oh-so-bored of it! In this Avocado Salad, this vitamin E rich ingredient is innovatively tossed into a salad with crunchy veggies and a zinc-filled honey dressing. You will love this wonderful salad, and the shiny hair it will give you!",0,20,20,https://www.tarladalal.com/members/9306/big/big_avocado_salad_(_recipe_for_shiny_hair)-8795.jpg?size=696X905,45941 times
283,"Avocado Spinach Pear Smoothie, Healthy Smoothie","This a jolly good way to enjoy your avocados! A smashing combo of avocadoes with spinach, pear and apples, this smoothie has a well-balanced flavour and a nice, creamy mouth-feel. It is filling and tasty and sure to go down well with all age groups. Make sure you use ripe avocadoes to make the Avocado Spinach Pear Smoothie, and also enjoy it as soon as you prepare it because it tends to lose its nice colour after a while. A nice way to start your day, this smoothie can also be enjoyed as a snack between meals.Besides smoothie you can use avocado to make Avocado Ice Cream , Avocado Dressing and Avocado Chocolate Mousse . ",0,15,15,"https://www.tarladalal.com/members/9306/big/big_avocado_spinach_pear_smoothie,_healthy_smoothie-12817.jpg?size=696X905",4006 times
284,"Avocado Spinach Vegan Smoothie Recipe, Healthy Smoothie","There is nothing like slurping up a creamy smoothie to replenish your energy after a vigorous workout, as a quick and healthy breakfast , or when you feel hungry between meals. It is easily one of the healthiest snacks you can have, and fortunately easy to prepare too! In this delectable Avocado Spinach Vegan Smoothie, super-healthy almond milk is used as a base instead of curds. Avocado helps to thicken the smoothie and gives it a lovely creamy texture. It also happens to be a super food of sorts. It is rich in vitamins, antioxidants and protein , but is still easy to digest. Another wonderful ingredient in this smoothie is spinach, which gives a nice green colour to the smooth while also contributing its share of nutrients. The Avocado Spinach Vegan Smoothie lasts for 3 to 5 hours in the refrigerator, if stored covered.You can also try other Vegan Breakfast recipes like Protein Packed Poha or Jowar Upma .",0,10,10,"https://www.tarladalal.com/members/9306/big/big_avocado_spinach_vegan_smoothie_recipe,_healthy_smoothie-13369.jpg?size=696X905",3059 times
285,"Avocado, Broccoli and Bellpepper Lunch Salad","A dashingly colourful salad with a very high feel-good factor, just perfect to pack for lunch ! The Avocado, Broccoli and Bell Pepper Lunch Salad has a splash of various colours, textures and flavours ranging from the creaminess of avocadoes to the tanginess of tomatoes, not to forget the spicy crunch of vibrant bell peppers. It is quite filling and ideal to take to office for lunch. You can pack the lemony, herby dressing in a separate box and toss the salad with it just before eating.This tasty salad is also super healthy, with avocadoes giving you healthy fat, broccoli and bell peppers protecting you with vitamin C and loads of antioxidants, and olive oil pampering you with Omega-3 fatty acids. Total peace of mind, and lots of happiness too!You can also try other salads for lunch like Vegan Healthy Lunch Salad or Mixed Sprouts Beetroot Healthy Lunch Veg Salad . ",0,10,10,"https://www.tarladalal.com/members/9306/big/big_avocado,_broccoli_and_bellpepper_lunch_salad-13526.jpg?size=696X905",6403 times
286,"Avocado, Tomato and Mozzarella Pasta Salad","A stylish summer salad made from ingredients representing the three colours of the italian flag - a sunny cheerful dish!   for italians, the time of the year is important in determining which salad will be served. Vegetables, roots, pulses and herbs are always chosen when they are in season and at the peak of their perfection. The avocado chosen for this salad should be ripe, so that it gives under the pressure of your finger and the seed within is loosened from its surrounding flesh. Halve the avocado, remove the stone and peel off the skin. Slice the flesh lengthwise. Apply a little lemon juice to the cut slices as they get discoloured on exposure to the air. Add the dressing to this salad, cover and chill for at least 2 hours. You may need to add additional dressing if the salad appears too dry while serving. ",0,10,10,"https://www.tarladalal.com/members/9306/big/big_avocado,_tomato_and_mozzarella_pasta_salad-7129.jpg?size=500X650",73705 times
